ID	Verbatim
7296	There are cheaper rates with other companies
7297	I may be moving
7298	Cost primarily, secondly connection issues, phone line or system doesn't support fast internet, might as well use cheapest available.
7299	"I have had trouble with email not being sent in a timely fashion and not reaching the recipient at all, despite being shown as ""sent.""  In addition, access to the message boards is often interrupted.  I don't feel as though ABCD is any bargain and I resent having to pay the full fee and not get the full service."
7300	2.3 is slow.  Have cable modem.
7301	too expensive
7302	poor custemer service, better deals with other ip's, too expesive
7303	monthly fee
7304	Too expensive!!!
7305	because of other ABCD members I've talked to who have tried to cancell their membership, because of high cost, but their bank account was still debited for the amount of the service and they were not reinburst for the amount.So at the end of my free trial, I will cancell mine before my account is debited also.
7306	COST COST COST
7307	will be not needing service for around 3 months
7308	They tell me one thing and mean another
7309	cost
7310	high price
7311	Too many problems with the ABCD network
7312	trouble loggin on, and getting knocked off
7313	dont really like some of the new features and price
7314	I use the internet through work, not much at home. Not enough to warrant $15 a month.
7315	Cost too high, too much spam on email
7316	I am always booted off when I am playing games.
7317	Price mainly
7318	cost
7319	Company is creating internal website and will be supplying email addresses for all employees.
7320	very slow
7321	income wise only.
7322	Too expensive for a dial-up service.
7323	customer sevice responses and less expensive providers for similar service
7324	spam and expensive
7325	look for better service
7326	all these ABCD differnet networks always take money out of my account
7327	because of the cost
7328	what you charge.   I pay less for cable TV
7329	because i can get internet service for half the money that i pay for ABCD now.
7330	i am a Hemodialysis patient, and I am not working at the moment , so it will be hard for me to pay for the ABCD internet service
7331	monthy price is higher than i think it should be for basic internet service. I dont chat or use many of the other features. I just use the world wide web.
7332	price
7333	price & i hate pop ups
7334	I am seeking high-speed access at a resonable price, and ABCD does not offer competitive rates.
7335	High Speed Connection
7336	eliminating bills
7337	if it gets too expensive
7338	error messages, always having to download new info  and heard ABCD can damage my computer
7339	Actuall I change my mind.
7340	frequent disconnects
7341	i'm not likely to cancel ABCD.
7342	Constant problems
7343	to many distractions
7344	Moving to a new house. 
7345	Poor service
7346	pop up advertizements, and cost
7347	sometimes I am billed for the same service twice. When I call ABCD, I just get the run arounds.
7348	moving
7349	Having problems with different software, and seems to be tied to ABCD. Also can't upgrade to 2.3 without causing other programs to have problems.
7350	price
7351	Unable to afford
7352	Dial-up service always kicks me off-line
7353	price
7354	I am going to try other internet services.  I get kicked off line all the time if I am on for a longer period and I get pop up messages from sex and partner places I do not want.
7355	Price, amount of SPAM, disconnects, low customer service
7356	not much use
7357	trouble with connecting to ABCD states that ABCD is not responding this is very troublesome
7358	COST
7359	price
7360	cost
7361	too sloww
7362	MOVING TO AN AREA THAT DOES NOT HAVE ABCD
7363	none....I selected the wrong choice. I am not likely to cancel
7364	ABCD is frequently slow, IM is often inaccessible
7365	Reporting spam does not work as they say, and i really can't stand how i am unable to close my main menu, instead it minimizes, HUGE pet-peave, it's the only window box that doesn't close, why even have the X as an option?
7366	thinking about going to cable
7367	Mistake on the last page...I will NOT cancel!!!
7368	I think that the price is too high.
7369	Incompatibility issues that were not addressed adiquatly before installation and deamage to operating system that required complete reload. Hav had serious lag problems after intense fix session and numerous calls to tech support, and customer service. Also lack of response to alets provided by me about abuses of system by others and the unauthorized use of my screen name by unknown individuals.
7370	too expensive for checking just mail
7371	Son using it for the wrong things
7372	Bad service, disconnections very frequent, Acct. mess-ups
7373	The cost is higher than other services, with little meaningful difference in content.
7374	unable to sign on in a timley manner
7375	I do not have a job so I will have to cut costs down.
7376	Being nocked off line.
7377	ABCD Techs read from a book - u call 6 different times regarding the same problem and get 6 different responses!!!ABCD made a big mistake with teh 2.3 version they should have told consumers it was not appropriate for all comuputers.   It led to numerous problems and a good deal of expence for me and MANY other users.   DO U WANT MORE?
7378	price
7379	I can not see why I have to put up with constantly losing a connection, it gets most aggravating, i have friends on other ISPs that do not go through what I do with their connections
7380	I am getting tired of the pop up ads and sometimes it takes forever to get on.
7381	Cannot get connected and is slow when online and get kicked off way too often.
7382	no porblem
7383	Tired of getting bumped offline while I'm in the middle of doing something--seems harder to get on all the time
7384	in the past i have had a bad experience with ABCD
7385	cost
7386	I also use another service and can't afford both
7387	Since I have a cable connection, I really do not need ABCD.
7388	boring content. no need for it.
7389	too costly
7390	Slow. failure to provide new mac versions for people who cant afford a new computer with Os X. Annoying webcam porn IMs Slow service. Not adding new Acess numbers SPAM.I dont like the ads in chatrooms for other ABCD chatrooms. If im in a chat for dating etc. I dont want the ABCD what are people talking about current events ads. That is annoying and one less space for a person who wants to chat.
7391	High price of cable internet
7392	I don't use internet very much at home.
7393	too much spam too expensive compared to other isp's
7394	Too expensive and too many problems with installation of 2.3
7395	Too expensive and too complicated to use
7396	annoyed with pop-ups. ABCD is not stopping the overwhelming amount of pop-ups!
7397	misread the question.  will not cancel
7398	I get kicked out all the time for no reason, download time takes forever, ABCD won't allow me to use several of my children's tools such as LeapLink, ABCD butts in when I am trying to use another server, even when I am trying to listen to a cd etc. . .
7399	price
7400	to go with another provider that is less expensive
7401	would like a cheaper internet provider
7402	i dont thin i will
7403	The price is very high
7404	EVERY SINCE I WENT TO 2.3 I GET TONS OF SPAM - EVERY TIME I CHECK THE MAIL THERE ARE SEVERAL SPAM MESSAGES - I SEND AND BLOCK BUT I JUST KEEP GETTING MORE.  I AM ON A LIMITED PLAN AND IT TAKES ME A SIGNIFICANT PART OF THAT TIME EVERY DAY JUST TO GET RID OF THE SPAM
7405	Incredibly long time in getting connected. Get disconnected often. Too many popups.Biggest reason is delays.
7406	poor response to questions via tech support, being disconnected repeatedly, ABCD programming crashing daily
7407	very unlikely
7408	slow connections and high prices
7409	The cost is getting out of control. The service is not all that good. There are so many other ISP's out there who give unlimited use for around $10 a month.
7410	ABCD does not support older Mac computers.  Also there is too much spam, especially when I set up a Member Profile.  I would also like to be able to go online at a faster speed than 56K.
7411	loss of worldplay games
7412	Spam Mail, Software has a lot of conflicts with windows. Security concerns.
7413	Can't aford membership fees
7414	constantly getting disconnected.trying to run a business on e-bay and its slow and very frustrating
7415	They are not doing enough to stop spam.  And the monthly charges is the highest of all of the internet servers.
7416	Monthly charges.
7417	price
7418	to many ads
7419	PRICE!!!!
7420	bad customer service, too expensive
7421	too expensive
7422	it is too expensive every month and there is too many users of ABCD therefore it takes forever to get on a sight
7423	The price has gone up too much.
7424	Cost
7425	i want to get away from dial up, cancel my extra phone line which would save me some money.
7426	i keep trying to go for the $4.50 reward with the op and get the $2.50 reward although I was told I can get up to two $4.50 per month and it never works. for this reason you are misleading us and it makes me angy. i have been with you for many many years....and this  is misleading your members.
7427	too expensive
7428	I can't afford it.
7429	too many service interruptions can't get online sometimes
7430	Spam, pop-ups
7431	not thrilled considering how much we spend on service
7432	In comparison to other providers, ABCD is much more expensive.
7433	can not aford it
7434	Inconsistent ability to sign on due to all local access numbers apparently being busy. And the fact that I get knocked off line while doing tasks that cannot be started again in the middle, such as completing my LCSW (social work) CEU credit exams.  Lately, emails have not been delivering in a timely fashion
7435	Not always satisfying services
7436	"1. CONSTANT ""POP-UP"" WINDOWS...VERY ANNOYING! 2. VERY POOR ABILITY TO CONTACT ANYONE FOR CORRECTIONS OR COMMUNICATIONS, BY TELEPHONE."
7437	Too Expensive/frequent server disconnects/not enough server bandwidth causing slow surfing during prime time
7438	Rate
7439	Spam, bad service, prizes not all given to expensive
7440	THERE ARE CHEAPER ON LINE SERVICES. I MAY TRY ONE.
7441	The last month or so, I get kicked off a lot!!  Also, the price is too high for the service I get.
7442	The price is to high.
7443	have no reason to cancel
7444	I tried 2.3 and it freezes.
7445	The main reason would be the monthly cost.  
7446	have modem
7447	your broad band rate are awfull... 
7448	unwanted spam is a problem
7449	price
7450	price is too high
7451	if for some reason my fees are more than i plan on.
7452	PRICE!!!!!!!!!!!!!!!!
7453	don't need all the bells and whistles.  I can get cheaper access fees and use only the things I need.
7454	Cost and lack of attractions.
7455	Price.
7456	price
7457	the cost of ABCD
7458	to try out other services.
7459	BECAUSE RIGHT NOW I AM IN LAID-OFF MY MEMBERSHIP WITH ABCD IS GOING TO EXPIRE AND THE MONTHLY PAYMENTS ARE TO HIGH.
7460	customer service
7461	price
7462	All that junk mail.  I keep either deleting them or report spam.  There are too many of them that it is very depressing.
7463	I used free tial and before the trial period is over, i called to cancel the free trial and rep granted me extension of free services and to my surprise i was billed and when i called ABCD said that you never called. Very frastrusted customer for wrongly billing. I remember talking to Thomas from Jacksonville,fl and he granted me extension till April 25th. I called again to cancel and talked to Margie. She grant me extension till May 26 but there is no call log in your database for extension till 25th April. First time in the history of my mebmership since 1996 I had a very bad experience about ABCD.
7464	cost of high speed internet and ABCD not worth having both
7465	ABCD IS ALLWAYS DROPING WHEN YOU ARE ONLINE
7466	I have been using the ABCD free CD's and my time is up in July because,  I do not have job at this time to continue paying for the usage.
7467	I am currently on a contract with ABCD until 10/03 and once that contract is up I plan on finding a company that is cheaper and offers faster connection to the internet the connection speed thru ABCD is the worst in our area If I connect using another ISP I will connect at 56k vs 28k
7468	can not afford it
7469	BEING CHARGED $5.00 EXTRA TO PAY FOR MY MEMBERSHIP WITH MY CHECKING ACCOUNT AND JUST THE PRICE IT IS TO HAVE UNLIMITED SERVICE. IT REALLY SEEMS TO BE THE BEST SERVICE TO ME BUT YHAT IS KNOW REASON TO CHARGE THE HIGHEST PRICE
7470	New programs don't work well.  8.o  keeps freezing even after I have tried all remedies ABCD tells me to do
7471	finances due to divorce
7472	"I keep getting kicked off 
7473	price
7474	If I am paying for service I believe that I should not have to spend 5 minites getting your dam add,s off. If I want add's I will and I am Getting a Free Service,
7475	price
7476	I MEANT TO HIT NOT LIKELY AND NOT LIKELY.
7477	The price, I dont think it is worth the money anymore. I can find 90% of the content free on the internet so the value proposition isnt there anymore
7478	money
7479	unable to sign on due to heavy traffic,Getting kicked off while on line, very slow responce time
7480	It is getting more expesive, I have to use my phone line and on some days it bumps me out of the net for no reason(sometimes 2 or 3 times on one nite)
7481	the cost is too high for our family budget
7482	The customer service needs improving. I still frezze up  way too many pop-ups and JUNK mail is crazy!!
7483	The cost is a little high.
7484	Too expensive and too slow
7485	whoops, i won't cancel, i hit that by mistake, i love ABCD.
7486	Because cheaper price
7487	the monthly price
7488	Looking for lower prices per month
7489	billing problems   such as hitting my acccout with  double payments
7490	I am looking for security in a browser.  I had heard that ABCD had problems keeping personal info away from hackers.
7491	The constant sexual harrassment of other members. I have been forced not to use the chat feature because of this. One member has actually gone so far to constantly monitor my chat activities and report me for everything I say. Making it so I get TOSed every day and threatened to lose my account.
7492	filth filth filth spam spam spam..no policing of chatroom foul language in chatrooms..daily filth mail..
7493	the rate per month is higher than other online services i have been looking at
7494	The price. ABCD should do price differentiation. For example student discount for those people that is doing graduate studies. I found that ABCD version 8 is slow compared to the previous version.  Many adds appears suddlenly.
7495	Crash of my ABCD system, which caused me to lose four months of business email. Inability of ABCD staff to help me.
7496	None
7497	too much writing on the initial page, too confusing
7498	Don't like mailbox format
7499	can not afford it
7500	price
7501	im not doing well financally. i lost my job last dec.2002, and just got new job in may 2003.
7502	Get a better price for service.
7503	security of my account  i don't really go to  ABCD's chatrooms .. just not ready to have to  part with my email address
7504	money
7505	"I don't like the ""dummy down"" browser for the internet."
7506	pricing
7507	I have to block all E-mail to prevent receiving unwanted mail, spam.
7508	Cost
7509	CAUSE I CAN GET CHEAPER SERVICE.
7510	i now have a cable modem and i dont want to pay for two internet services i love ABCD and if it was close to the same price as my cable modem i would go with them but its a lot cheaper for me to go with the cable modem and it doesnt take up my phone line
7511	I have a cable connection and ABCD is an unecessary expense.
7512	SHOPPING FOR OTHER SEVICE
7513	Husband has been laid off from work. Do not have the funds  for internet service right now
7514	I accidently first clicked on very likely to cancel, but that was an error ...I do not intend to cancel
7515	conection problems, slow
7516	Not enough income.
7517	to get optimion on line
7518	i think ABCD is to user friendly
7519	too expensive
7520	I think that there may be ISPs that provide similar service at a less expensive cost.  Also, I pay by credit card and would prefer a monthly bill at home.  Also, I do not like the pop advertisements.
7521	the monthly fee is too much
7522	ABCD was able to customize the service for me & my usage.
7523	lost of income
7524	We possibly might need more time for less money
7525	Problems with dailup service no one could fix so they kept giving me free time which does me no good when you can't get online for more than 3 or 4 mins.
7526	due to the extra charge being that i don't have a credit card and funds need to be drafted via debit card
7527	better rates for unlimited service
7528	I'm not doing much on ABCD anymore Find other things to do with my time.
7529	cost, service ( busy, cut-offs)
7530	they are constantly updating the system and when they are doing this it always affects the performance of my online experience causing extreme delays, getting booted, etc.
7531	I put the 2.3 on the computer and now it seems to be full of ads, and junk when I sign on.
7532	monthly payment is high.
7533	cost
7534	too many porn sites in chat rooms, slow service, being disconnected for no reason, server taking too long to connect to a site i want to go
7535	the price for having it taken out of the checking account is as much as we pay for EFGH internet.  so i might just save that money every month
7536	TOO EXPENSIVE
7537	price
7538	I have direct cable service not requiring an isp, daughter is older not requiring parental controls
7539	too expensive
7540	Problems with switcching my account billing to check as opposed to debit card (which cost me an extra 20.00). Customer service issues and billing issues.
7541	there are cheaper rates out there
7542	the cost is more than it should be
7543	it goes to slow when connect, and it cost more then others don't see a differents
7544	Cheaper rate Telephone direct connection
7545	Cost and that switching to cable internet would run faster
7546	WAY TOO MUCH SPAM!
7547	Too Expensive
7548	because its not what used to be with ABCD helpdesk or the tech support!
7549	I have compared the price with other options, and find that although your services are superior, I have an option of another ISP at a better value.  But I am very disatified with the local phone company, who is an ISP, with a $19.95 rate, and will not let another ISP serve the area, unless they charge more than $19.95 /month.  Therefore I am going to a service provided through my satellite dish.  Also, you have refused to put in an access number for Concord--- My access is through Kannapolis, N. C.
7550	hard to connect
7551	Keep geting knocked off
7552	Budgetary concerns
7553	A definite lack of respect & consideration on the part of arrogant,uncaring & definitely unhelpfull representatives in your customer service dept.If they would just operate in good faith,make a good faith effort & merely choose to be a part of the solution instead of part of the problem...then ABCD would not have a problem...All they need to do is show they care a little @ fixing the problem & not add insult to injury by inappropiate comments.
7554	I was incorrectly billed....and the customer service rep wasn't helpful,....I was handed off to several different people and had to explain to situation all over again...
7555	not that good online
7556	Pop ups coming up even though I have them blocked
7557	Costs.. too many porn emails...
7558	too many problems with ABCD
7559	I may choose to subscribe to a cable internet provider.
7560	It is to expensive
7561	I do not like the extra features because it slows my system down when logging off
7562	on strick budgetfor health reason ,medication to high so i like ABCD. but i will be letting it go soon.
7563	Have ZDT cable internet and use the ABCD through it with EFGH.  Don't need two internet providers.
7564	Financial
7565	I KEEP GETTING BUMPED OFF AND MY SYSTEMS FREEZES UP ON A REGULAR BASIS.
7566	The price is higher than the other companies providing the same service.
7567	ACCESS FEE HIGHER
7568	price competition and comparison
7569	made error. plan to stay witk ABCD
7570	Because I have cable connection and paying the extra 14.95 a month for ABCD is just rediculous.
7571	interruptions, of service, email
7572	to expensive
7573	To much money
7574	have cable modem and have my own e-mail set up etc
7575	keep geeting errors while on the web
7576	Try to get something less expensive
7577	i get booted off constently sometimes it will reconnect me but mostly not.
7578	Other companies that provide service for much less money.
7579	I'm sick and tierd of all the pop ups and continuous interruptions when I'm on line.
7580	Very slow and takes a great deal of time logging on and going to web pages.
7581	"Cost per month.  Was told when tried to cancel that I could get ABCD for $15.95/mo; however, wasn't explained that it takes so much time to ""earn"" Credits that don't even bring the Cost down to $15.95."
7582	looking for a cheaper deal
7583	The price
7584	Getting access to the internet.  Also that_____ ABCD uses to greet and tell you good-by.  seems to delight when he can hang up on you.  comes across very cold
7585	cost
7586	I have another Free Connection through work
7587	It's too expensive.
7588	Looking for cheaper service
7589	When I went to OptimumOnline with my cable company I was quoted $9.95 price after free months keeping ABCD and when the free time was over the price was $14.95. I may eventually give up my cable internet but am disappointed with ABCD for not sticking to the bargain. I am trying to decide what to do now.
7590	system goes down or loses connections more than 10 times a day. probably because of call wave. didn't have problem until they installed 2.3 . since ABCD changed system not to be compatable with call wave, and force us to use there call system we beleve it is there fault, they started it so we will be moving on to another service. for what it is worth we are not the only ones going to leave ABCD. many people are upset over it.
7591	expensive to have a cable modem and an ABCD subscription
7592	Dishonesty, price increases
7593	Price & cannot stay connected.
7594	the cost
7595	too many pop-up ads causing slow loading
7596	Cost
7597	Spam
7598	i am finding it to be to expensive,and these o. p. polls are ever for me so i can pay  less . only the first few allowed me to take advantage of them . so am looking for some thing cheaper
7599	Continually losing connections
7600	If I can't find a decent way to pay for it.
7601	i keep getting error messages
7602	i am going to get a faster internet service.
7603	price
7604	The price as well as annoying pop ads
7605	My screen name keeps getting hacked into, and bulk mailings have gone out on my screen name twice.  I am a Kindergarten teacher, and my students parents have my screen name to e-mail me, and if they ever got oneo of those mailings and recognized my screen name, I could be in danger of losing my job!  If it happens a third time I will definately be leaving ABCD
7606	chat room content
7607	financial/budget
7608	Price
7609	Constanly slow.  Disconnects frequently, without notice.  Very slow.  Very slow.  Locks up frequently.
7610	I was quoted one price for ABCD and it is costing me about twice the amount I was quoted.
7611	I have a cable ISP
7612	Due to personal finacial budgeting I may not be able to continue making the payments for the service
7613	too expencive
7614	Slow response, problems loading web pages
7615	We do not use it that much
7616	cost
7617	Other providers are cheaper
7618	cable modem very convenient
7619	My ABCD membership is free for 6 months, I may have to cancel membership for financial reasons if I find I cannot afford it.
7620	Too many popups, too many drops and too expensive.
7621	all the spam email plus the cost which right now i am having a hard time paying
7622	price
7623	Lower local prices
7624	I've had billing problems
7625	booted out a lot.  MESSING UP MY BILL TOO OFTEN. CONECTION VERY SLOW. MESSING UP MY BILL, MESSING UP MY BILL.
7626	because of bad service
7627	It is annoying and time consuming to have to resign on to ABCD because it either doesn't recognize my sign on or it is very unstable and unreliable, also the cost is way too much for the lack of service that I get.
7628	Monthly membership fees
7629	It tends to throw me out or freez when I am in the middle of impotant things causing me to log back into the system and begin all over again
7630	too expensive,
7631	because of the money
7632	I have cable connection, and it may not be worthwhile to hve ABCD also.
7633	I can have an unlimited plan somewhere else for almost the same price I am paying for 20 hours with ABCD.
7634	cost
7635	PRICE
7636	money
7637	i alos have cable internet service
7638	Price too high, faster service
7639	Costs too much.
7640	I am disabled and cannot afford to pay for ABCD
7641	other possible servers for less
7642	getting booted from connection too much.
7643	Kicked off alot
7644	Price for service.
7645	Service, connection, has yet to improve.
7646	I have had a lot of problems with the internet
7647	Price, to many pop-ups
7648	low cost internet service.
7649	plannig on High speed internet access
7650	cannot afford it currently
7651	the price, I can find cheaper and tighten my belt
7652	because of finical problems or find another internet service that is cheaper but compares to ABCD
7653	The service is very slow. also I dont like the exspensive pricing of ABCD. It is also very complicated at times.
7654	To slow
7655	too expensive
7656	vey slow
7657	Spam.  Access phone numbers don't work.
7658	getting kicked off during the evening hours when I have time to be online
7659	I have service through another ISP and do not want the extra bill from ABCD.
7660	TOO OFTEN TAKE 2-5 TIMES TO GET ON LINE
7661	HAVE CABLE INTERNET
7662	price is too high for what I use internet for and time I am  actually online on monthly basis.
7663	getting kicked off line
7664	slow dial system too many prblems with the connection
7665	I only have ABCD for the Message Boards and there are so many problems using them it isn't worth it. I have spoken with Tech support and Customer Service regarding these problems and they do not help. Very poor Customer Service.
7666	too expensive
7667	My wife and I are pinching pennies so we don't need anymore monthly fees.We just use ABCD's 1045 hours free then cancel.
7668	"I feel that the service I get should cost less.  This is the most costly internet provider of them all!  the other reason is because I keep getting knocked-off, all the time; Almost everyday I'm on."
7669	i work at jack in the box and cant afford the outrageous prices you charge for internet service
7670	planning to switch to a different with lower rate and faster connection
7671	cable connection
7672	poor customer service and high price. customer service has never been able to help me, they pass it off as a hardware problem. high priced need I say more?
7673	"Moving; retiring; looking for less expensive service."
7674	our family budget
7675	too expensive
7676	Depending on how our income is by then. Have an 18 year old who is having a baby and our situation is going to change, so it all depends on our finances..we will be getting another mouth to feed,an expensive one and will be losing some income with that because she won't be able to work.
7677	price per month
7678	The main reason is the price
7679	I have had more problems with ABCD since Jan. and am tired of having problems when I'm paying &23.95 I expect to have good service.  I could be paying much less for better.
7680	becuase I am very dissatisfied with 2.3 and it doesn't seem to be getting any better
7681	Will be moving to West Virginia and it is not available around Elkins
7682	price
7683	interuptions while on line /ABCD tends to freeze up and i have am looking for a better deal on internet access price wise
7684	Cost
7685	I think compared to others the cost is to high and you get kick off line a good bit.
7686	no reason
7687	difficulty in connecting kicking me offline
7688	tech support stinks
7689	your folks are rude
7690	infrequent use
7691	I have had problems with ABCD and am told to go to the help line, which doesn't help!  Then, when I get a live person, (s)he is either: rude and surly or not knowledgable, or has told me how to fix a problem and it didn't fix it.  The reason I stayed with ABCD for so long was that always before, a live person was helpful, polite and PATIENT with me.
7692	to save money
7693	expense
7694	costs, having to pay extra to play on-line games with my playstation 2
7695	Constantly being knocked off ABCD, even when actively working on line.
7696	terrible customer service experience over the past week
7697	It costs too much money compared to others. I can get the same thing for half the price. And I only use ABCD to play games and check my email mostly, so I might as well pay half price.
7698	cheaper internet
7699	while I have had some CSRs who were quite helpful, others were not, and those who were not were misleading.
7700	price expensive, slow and sometimes can not sign on
7701	All the spam email/advertisements
7702	The fact that I keep getting disconnected once I am online - that is the main reason.
7703	Screens freez up and to many pop ups while on line while i use ABCD
7704	cost
7705	Price
7706	They continue to charge my credit card with another persons membership. I have had it reversed for months. But it will not stop. I have spent more than 50 hours over the last few months on the phone and NEVER getting anyone who will permaitely fix the problem. My credit card company will not continue to reverse charges so I am having to cancel my card or finally get ABCD to do something. ABCD has until June to fix this problem before I begin weighing my options.  I enjoy ABCD and all the friends I have made but this is a HUGE problem for me...please...consider my opinion important and don't give the email to the trash...HELP!!!!!!!
7707	every time i open, there is a problem, and most times i have to start again...
7708	because we get no tech support
7709	I believe ABCD is a little too expensive for internet conncetion.  There are services out there for less than $10/month.
7710	I went to high-speed and don't know if keeping ABCD is worth the money.
7711	i made a mistake .  i don't want to cancel my membership!
7712	Always seem to have problem with their billing.
7713	cost
7714	BEEN Having Problems With MY browser.
7715	To save the monthly charge since I also have another main internet connector.
7716	The cost
7717	lower price service
7718	Slow service
7719	The cost it is expensive compared to some of the other serves and due to unemployment and lower income i do not have a choice
7720	I cant aford to pay the bill right now and I am looking at other internet connections.
7721	as of right now, I am on a medical leave and need to cancel for money reasons.
7722	cost
7723	low connect speeds
7724	other internets cost less money I am retired from General Motors and people working have ABCD for $5.oo a month
7725	tired of the ABCD popup advertisements,as well as the browser being too slow as opposed to others
7726	The problem of my computer freezing or being bumped off.
7727	too expensive
7728	when you call customer service you get sent thru a damn telemarketer before you get to hang up. also i have been billed numerous times for services by ABCD that i did not authorize
7729	Thing are running to slow and you get booted off.
7730	It's hard to get help if you have a problem and when you do call you can't understand the people talking to you. They don't speak English very well.
7731	it costs alot more
7732	cost
7733	Due to cost.
7734	price of service
7735	Cost, cheaper provider
7736	too slow in getting web  sites  getting kicked off or not able too get on sites
7737	My husband is a web master and he doesn't like the service. I don't like the window that pops up and I have to close it before I can check my E mail. It is annoying!
7738	too expensive
7739	Cheaper and better service by another ISP. Stock quotes take to much time coming on screen.
7740	don't need it, i have cable internet service
7741	the price
7742	Not enough available access numbers. Continued interruption of service. Continued 'droping' of line. Too many 'pop-up' ads.
7743	sick
7744	Too expensive, slow and poor customer service.
7745	is too expensive. 
7746	MONEY PROBLEMS
7747	poor customer service
7748	Too many pop up ads. Too expensive.
7749	Service is far too slow, expecially during peak hours.  Too many popup ads.
7750	Going to cable for internet service
7751	Constant technical difficulties when online (freezing up,etc.) and price is too expensive.
7752	It is too expensive. We only use it a little.
7753	Price is too high
7754	It is to slow at peek times.
7755	if the service keeps giving me problems with the conections,
7756	Our free trial wiil be over/ the price is high
7757	If I find a membership which gives lower monthly fee for similar service.
7758	Half the time I can't get on.   This has been happening the last 3 months, until now I had never had any trouble.   
7759	financial
7760	Cost compared to time spent online.
7761	PRICING PLAN HAS ALOT TO DO WITH IT
7762	retired money!
7763	it freezes a lot or i get kicked of line a lot or its sometimes slow
7764	money problam
7765	To much money we are on a fix income.
7766	I am tired of pop-ups. I have the pop-up blocker but alot of the time they come through anyway.I also have some offers from other services for free service for several months.
7767	cost
7768	becouse it is very slow and kicks me off all the time
7769	Cost
7770	pricing
7771	too expensive
7772	Slow service and the message every day of there is a error ABCD must close SUCKS!
7773	THERE IS NO REASON
7774	ABCD keeps freezing my computer.  
7778	Competition from competitors
7779	I'm very satified!!  
7780	Better rates
7781	price
7783	Slow speed, expensive price
7785	the waiting time to talk to a customer service rep. Also the junk mail that ABCD gets. The monthly costs are very expensive.
7786	price
7787	COST TO MUCH FOR UNLIMITED SERVICE.
7788	it is too expensive
7789	spam
7790	we cannot afford it.
7791	Pricing
7792	price too high
7793	we had trouble with your payument department in the past where ABCD had over billed my account.
7794	Can't really afford 2 ABCD accounts
7795	MONEY...FINANCIAL PROBLEMS
7796	should be cheeper
7797	limited income
7798	Too expensive
7799	I am tired of them trying to sell me stuff when i call in for tech support or questions. 
7800	I believe I can get same service for less money
7801	getting kicked off line.
7802	Disconnects,slow servers 
7803	financial problems
7804	booting off line, slower to open web sites and pages, and the spam is UNREAL 
7805	the price of the service is too expensive.
7806	the price for membership
7807	price
7808	The cost is high compared to others. Also, other people that have ABCD pay different amounts for their service. Many lower than us.
7809	ABCD's mail is not as good as XXVD or hot mail.  Users have very limited ability to set the junk mail filter.
7810	The frustration with the problem I encountered 2 wks. ago with SIMPLY trying to downgrade the time usage and upgrade from 2.5.  My reference # is 107591374.--- As we can ALL see--- the problem was NOT my cd rom.
7811	I get booted a lot, and the price.
7812	connection is terrible. i get getting kicked off at home. whenever i use my same laptop from another location i do not get knocked off and it is much faster.
7813	the cost is to high..its not in my buget
7814	NEED MORE LACAL NUMBER
7815	the price
7816	Because I can get internet service elsewhere cheaper.
7817	the problem that I am having getting on to ABCD. Also, other cheaper competor's rates.
7818	keep getting booted off line in the middle of what i am doing
7819	cost too much
7820	affordability
7821	All I really use is the internet, and I don't really want to pay for the extraneous services.
7822	Because of the internet service price.
7823	cost
7824	I feel that it takes too long to sign on and too long to get information and I don't like all the pop ups and ad on line I feel anyone could get all my information not secured
7825	Its slow.
7826	Cost
7827	Problem with entering secure websites. Also freezes up.
7828	The connections are slow, too many pop ups even with the blocker.  I can speedband for half the price, no voice chat, and no web cam options.
7829	Price cheaper elseware 14.95
7830	Too expensive
7831	It's expensive, and I don't feel like I'm getting my money's worth - the most annoying thing, is those ads for all those services ABCD is trying to sell (who cares??? let me see my email! let me sign off when I want to!), but there are also disconnection of the line at times, the browswer is annoying, receiving attachments on ABCD is particularly annoying - I'd much rather use Outlook for my mail, and honestly, I the Explorer is a better browswer. But most of all - stop trying to get us to spend more money all the time! especially when there are so many internet providers out there, and most of them cheaper than ABCD. I will probably cancel before next billing date.
7832	Cost
7833	When you call them for help or services there is always a long wait and way to many automated choices before they come on the  line and tell you that they are too busy to answer your call and please try again later.
7834	I don't plan to cancel. I accidentally clicked on the wrong button and this page doesn't allow me to go backwards.
7835	Doesn't do anything of extra value for me daily.
7836	Price is the main reason, followed by SPAM
7837	cost
7838	many features
7839	Broad band trial was a disgrace. Never got a minute of service but have been charged for 2 months service
7840	cost is too high.
7841	The cost is high for what I use ABCD for. I can get it cheaper on another server for much less.
7842	too expensive
7843	The price is a bit high and I loose connection easy , a lot of my family is going with other isp like XXVD, CGTR and PPSTU
7844	Cost of service in addition to Cable Access charges
7845	cost
7846	Cost
7847	As a student it is difficult for me to afford the payments.  Additionally, with dial up service, ABCD is slow.  Lastly, my account has been tampered with and I have been getting strange messages from people whom I do not know.
7848	it isnot that exciting any more lack of interest
7849	too expensive
7850	"I have purchased cable access through my local cable company as ABCD was pirating my system and was constantly shutting down my computer and timing out or ""performing an illegal function"", etc."
7851	cause ABCD feezes up my computer, and it also cuts u off in the middle of a game, reading email, chatting
7852	"because every time i get a free trial, i am charged a monthly fee and this has happened to me three times already; i have saved at least one email stating that my time free for ABCD is until june but i was charged last month; again, i am stating this is not the first time this has happened;"
